-0.049861073,0.3635254,-0.1794335,0.36734977,-0.08991536,-0.19866933,-0.051905356,-0.21937309,-0.28132084,0.21932597,0.30267882,-0.5416715,0.09622953,0.14537251,-0.12895094,0.07246509,-0.014598412,0.06524156,0.15467831,-0.2908106
-0.33828688,-0.03688836,0.21582633,-0.13642219,-0.08998382,0.0056245625,-0.09931433,0.11462629,-0.2850444,-0.0996438,-0.038052112,0.15055758,0.040790707,0.10301584,-0.15825938,-0.3069502,-0.111451656,0.118905485,-0.112434596,-0.18824817
0.110177755,-0.19767036,0.21444643,-0.11958331,-0.36801112,-0.35503414,0.16567302,0.13022995,-0.35450512,0.18365431,-0.34083414,0.013828069,0.34091318,0.1643433,0.269966,-0.30605423,0.110993385,0.21992981,-0.20051698,0.31631625
0.28197607,0.06831487,-0.05887388,-0.30925378,0.13157424,-0.34533983,-0.11962481,0.10477534,0.058018368,0.0958752,-0.143549,-0.14197691,-0.31759575,-0.21914104,0.21034114,-0.1333996,0.31822932,-0.020791063,0.103722066,-0.3724018
0.17195256,-0.011792293,-0.29699868,-0.12048349,0.40753314,0.17250909,-0.21423237,-0.28623262,-0.3043034,-0.35699406,-0.04486007,-0.29509214,0.22146803,0.34121725,0.2136048,0.07059573,-0.17885181,-0.3065203,-0.035799276,0.062386435
-0.15020521,-0.33818674,0.16758367,-0.22543713,0.16107103,0.023062985,0.17755894,0.05017829,-0.2977914,0.038698815,0.2915406,0.10819469,-0.41434443,-0.2764985,0.11359221,-0.07745402,-0.025177278,0.14171396,0.17739125,-0.052238192
0.32594416,0.055202033,0.011651021,-0.30395058,-0.22980799,-0.16590461,0.00663317,-0.022813499,-0.15235373,0.343447,0.40087065,-0.005447964,0.031463616,-0.55984354,-0.28299776,-0.11430678,-0.081198886,-0.20873642,-0.3503822,-0.3760847
0.40236366,0.1972166,0.17392726,-0.1560342,-0.17122263,0.12622084,0.06940224,-0.29325464,0.09207457,0.24628374,-0.03396475,0.48293477,-0.4502776,-0.065300256,0.09418722,-0.079903364,-0.08096003,-0.1784857,-0.19491182,-0.044630434
-0.0043774154,0.13050753,-0.28508207,0.31694213,-0.13837858,0.3156407,0.31331277,-0.3544682,-0.11257074,0.015500214,0.0886559,-0.105910674,0.29967698,-0.35224462,-0.3033498,0.09996086,-0.22351076,0.40501693,0.11167657,0.16856693
0.7439171,-0.20034099,-0.09660569,-0.6018118,0.02546201,0.31566983,0.100874774,-0.05569443,0.014576657,-0.022903938,0.7698466,0.2332862,-0.26695228,-0.35804206,-0.64419264,-0.41009462,0.4819026,0.6620328,0.14264509,1.4373616
-0.21220997,0.041985925,0.21408556,0.23948634,-0.29412943,0.02492826,0.06287146,-0.36680275,-0.046592727,-0.23718686,-0.49383748,-0.017066365,0.1477498,0.07017971,0.18902574,0.035623968,-0.34342167,0.0071570347,-0.028767843,-0.14881761
0.049658492,-0.24491285,-0.343644,0.2463476,-0.3884083,0.2632132,0.036331095,0.09964639,0.15457132,0.20497696,0.293812,-0.17148054,0.24618384,0.038609948,-0.29371336,0.23324469,-0.05776614,0.027734885,-0.29003167,-0.009255037
-0.37874275,-0.25726464,-0.105032325,0.29218996,-0.31712994,0.12074715,-0.3346076,-0.20111415,0.10340789,0.097399116,0.08076829,0.026612133,0.3794543,0.25156862,0.052307725,-0.29303673,-0.22846776,-0.15956967,0.23397475,-0.29538527
0.26204398,0.15014578,0.4161084,0.26622158,0.088969596,-0.02788985,-0.13921352,-0.16564114,0.2066399,0.060998823,-0.17065704,0.33682156,-0.03329992,0.33697084,0.2689402,-0.27298316,0.23563068,0.26395395,0.21886659,-0.3000778
0.3310231,-0.219057,0.23677361,-0.23857841,-0.05230067,0.2102332,-0.014221322,-0.2636149,0.022508183,-0.010289862,0.12351171,-0.15639867,0.2974333,0.094119616,-0.3074129,0.16215736,0.077814184,0.15401527,-0.3040216,0.15734906
0.29968074,-0.0077588176,-0.104197994,-0.31683528,0.04170583,-0.2300958,0.26454708,-0.05360183,0.04448717,0.1854704,-0.14088589,0.06469872,0.20508657,0.15712059,-0.27916566,-0.2510208,0.30949736,-0.34460476,-0.114989474,-0.2809471
-0.14959769,-0.23106629,-0.21275258,0.34036514,-0.13202012,0.5509525,-0.068859644,-0.27032334,-0.22087501,0.45325652,0.14932403,-0.045682043,0.025296122,-0.007154014,-0.17302026,-0.20336075,-0.40128246,-0.026097944,0.13156341,0.48855424
-0.13129385,-0.3964602,0.3092381,0.22001994,-0.1062052,0.3135819,0.012282462,-0.1619195,0.08023611,-0.050566718,0.15640184,0.32260048,0.0474294,-0.018256554,-0.16290706,0.054701235,0.2891944,-0.30107448,-0.2403928,0.20625354
-0.08374477,-0.021239135,-0.12468846,-0.005636096,0.29616606,0.09657843,0.2456194,0.060876697,0.02507426,0.0934126,-0.10206336,-0.1272124,0.115755886,0.19446929,0.25537097,0.123845436,0.043708213,-0.37061152,1.3672765,-0.38494673
-0.3101026,0.020071078,0.20243128,-0.024876967,0.29873,-0.26188576,0.13436429,-0.07002038,0.12863214,0.01687114,-0.23432045,0.074054934,-0.3388389,-0.07178853,0.016526634,-0.18336536,0.09536821,0.337222,0.28482997,-0.008724822
